dbo;NotaSaidaPedido;25
dbo;TabelaIRRF;25
dbo;WMSOrdemServicoExecucaoProdutos;24
dbo;WMSCargaEntradaVeiculo;24
dbo;MovimentoEstoquePISCOFINS;24
dbo;GrupoEstoque;24
dbo;CnsNotaSaidaICMS;24
dbo;CTeDestinado;24
dbo;cnsFusionCliente;24
dbo;ClientesContatos;24
dbo;CnsAgendaSantalmas;24
dbo;ClientesEnderecosAdicionais;23
dbo;Atendimento;23
dbo;CnsIntegracaoEcommerceStatus;23
dbo;CorreiosConfiguracao;23
dbo;ConciliacaoBancaria;23
dbo;ConfiguracaoNFe;23
dbo;CnsObrasImoveisClientes;23
dbo;CnsMesasProduto;23
dbo;CnsProducaoControleFaturamentoExpedicao;23
dbo;CnsTabelaEspecialProdutos;23
dbo;CnsWMSEndereco;23
dbo;MDFePamCardViagem;23
dbo;ProdutosHistoricoPrecos;23
dbo;ProdutosInformacaoBalanca;23
dbo;RegistroSPED_F100;23
dbo;WMSEnderecoLote;22
dbo;TransacaoCartao;22
dbo;TransacaoCartaoRepositorio;22
dbo;TicketAtendimento;22
dbo;TabelaEspecialProdutos;22
dbo;EmailEnviar;22
dbo;NotaSaidaOutrosImpostos;22
dbo;CnsResumoSprint;22
dbo;CnsProducaoControleCancelamentoFaturamentoExpedicao;22
dbo;CnsMesas;22
dbo;CnsGerenciamentoProducaoAgrupado;22
dbo;CnsDemonstrativoDespesa;22
dbo;CnsDemonstrativoEstoque;22
dbo;CnsDescarga;22
dbo;CnsGerenciamentoProducao;21
dbo;CnsControleEntrega;21
dbo;BoletimRecebimentoDocumento;21
dbo;CnsProducaoControleExpedicao;21
dbo;CnsVendedoresCotas;21
dbo;CnsVendaTriangularMovimento;21
dbo;ControleEntregaDevolucao;21
dbo;NotaSaidaTransportador;21
dbo;MovimentoEstoqueECF;21
dbo;NotaEntradaAdicionaisNFe;21
dbo;Tarefas;21
dbo;TabelaPrecos;21
dbo;RequisicaoCompra;21
dbo;ProducaoPerdas;21
dbo;ProducaoCozinha;21
dbo;PropostaVenda;21
dbo;ProdutosFalta;20
dbo;ServicosEfetuados;20
dbo;VisitasPalm;20
dbo;VendedoresCotas;20
dbo;NotaDestinada;20
dbo;NotaEntradaOutrosImpostos;20
dbo;NotaEntradaPisCofins;20
dbo;MDFeDocumentos;20
dbo;MarketingVendas;20
dbo;Contabilista;20
dbo;ConfiguracoesTef;20
dbo;ComandaPagamento;20
dbo;CnsMovimentoEstoqueSaida;20
dbo;CnsPedidos;20
dbo;Cirurgias;20
dbo;CnsContratosProdutos;20
dbo;CnsIntegracaoVendasMtrix;20
dbo;CnsDevolucaoOrcamentoCheckout;20
dbo;CnsDemonstrativoClasseFinanceira;19
dbo;CnsGerenciamentoPedidosFusion;19
dbo;ClientesRegraNegocio;19
dbo;AtendimentoIteracao;19
dbo;BoletimRecebimento;19
dbo;aPagarPISCOFINS;19
dbo;aPagarRastreamentoEletronico;19
dbo;ApagarReinf;19
dbo;CnsProdutosLocalEstoque;19
dbo;Consulta;19
dbo;ContratosPagamentos;19
dbo;CTeModalAquaviario;19
dbo;CTeModalRodoviario;19
dbo;LigacaoTelefonica;19
dbo;MDFePagamento;19
dbo;NotaEntradaUB;19
dbo;MovimentoEstoqueCancelado;19
dbo;ProcessoProducao;19
dbo;PesagemVeiculo;19
dbo;VendedoresMensagem;19
dbo;WMSOrdemServicoExecucaoProdutosPesoVariavel;19
dbo;SecretariaPessoa;19
dbo;ProducaoProcessos;19
dbo;PropostaVendaPagamentos;19
dbo;ProspectesContatos;18
dbo;ProducaoControleExpedicao;18
dbo;SaldoCaixaGMil;18
dbo;RegistroICM_IPI_Valores;18
dbo;WMSOrdemServicoExecucaoProdutosDevolucao;18
dbo;SituacaoCheque;18
dbo;Sprints;18
dbo;NotaSaidaUB;18
dbo;NotaEntradaAjustes;18
dbo;InventarioGravado;18
dbo;LotesReinf;18
dbo;CteDocumentoAnterior;18
dbo;CnsNFe;18
dbo;CnsLancamentos;18
dbo;AdministradorasCartaoCredito;18
dbo;AribaPedido;18
dbo;CargasFusion;18
dbo;CnsDemonstrativoResultadoFinanceiro;18
dbo;CnsComandaAPI;18
dbo;CnsConciliacaoWebAreceber;18
dbo;CnsContagemFisicaGrade;17
dbo;CnsCQSRegistros;17
dbo;CnsCriticaPedidos;17
dbo;CnsDemonstrativoCaixa;17
dbo;CnsaReceberEmailAviso;17
dbo;cnsCargasFusionDisponiveis;17
dbo;ClientesDescontoPromocionalCreditos;17
dbo;ArquivosNFe;17
dbo;AjusteApuracaoPISCOFINS;17
dbo;ApuracaoICMS;17
dbo;CnsProdutosLote;17
dbo;CTeDCL;17
dbo;CorreiosRemessaNotaSaida;17
dbo;ControleEntregaPalete;17
dbo;ControleEntregaProdutos;17
dbo;LancamentosContab;17
dbo;EmpresasLocalRetirada;17
dbo;NotaEntradaAjusteICMS;17
dbo;NotaSaidaAjustes;17
dbo;NotaEntradaTransportador;17
dbo;PreOrdemServicoProdutos;17
dbo;WMSEnderecoProdutoSKU;17
dbo;WMSCargaEntradaNotaSaidaItens;17
dbo;ProducaoRequisicoes;17
dbo;RDMAlteracaoProduto;17
dbo;RDMHistoricoExecucao;16
dbo;ProducaoFuncionarioRH;16
dbo;SecretariaConvite;16
dbo;WMSOrdemServicoConferenciaQuantidadePeso;16
dbo;WMSEndereco;16
dbo;VarejoControleEntrega;16
dbo;PreOrdemServico;16
dbo;Pesagem;16
dbo;PDVCaixa;16
dbo;NotaSaidaImportacao;16
dbo;NotaSaidaAjusteICMS;16
dbo;MovimentoEstoqueDevolucao;16
dbo;MovimentoCaixabancoTEF;16
dbo;MovimentoEstoqueIPI;16
dbo;MovimentoEstoqueOrcamento;16
dbo;DevolucaoVendaProdutos;16
dbo;IntegradorHistorico;16
dbo;GNRE;16
dbo;MensagensUsuario;16
dbo;Cobrancas;16
dbo;CTeEmpresasFaturamentoCarga;16
dbo;CTeModalAereo;16
dbo;CnsRelatorioControleTransporteMovimento;16
dbo;CnsIntegradorRotinaTabela;16
dbo;CnsNotaFiscalReferenciada;16
dbo;CnsBackupBD;16
dbo;CnsIntegracaoNexxera;16
dbo;CnsIntegracaoClientesMtrix;15
dbo;CnsEstoquePorSerieLote;15
dbo;CnsaReceberPortalDocumentosComparacao;15
dbo;CnsCirurgias;15
dbo;aReceberProtesto;15
dbo;aReceberBaixa;15
dbo;BorderoDescontoaChequesRecebidos;15
dbo;CnsLocalEstoque;15
dbo;CnsPedidosProducaoControleItem;15
dbo;CTeOrdemColetaTransporte;15
dbo;CTePISCOFINS;15
dbo;CTeInfoDispositivoValePedagio;15
dbo;CTeDocumentoAdicional;15
dbo;CTeComplementado;15
dbo;ComandaPagamentoProduto;15
dbo;ConfiguracaoSD;15
dbo;ContratosProdutos;15
dbo;MenuFavoritos;15
dbo;InutilizacaoNFe;15
dbo;Mapao;15
dbo;DevolucaoOrcamentoProdutos;15
dbo;NotaSaidaNFSe;15
dbo;NotaSaidaServicoVendedor;15
dbo;Ocorrencias;15
dbo;ProducaoControle;15
dbo;VarejoControleEntregaDocumentos;15
dbo;TransmissaoPalm;15
dbo;WMSProduto;15
dbo;WMSProdutoSKU;15
dbo;TabelaIBPT;15
dbo;TabelaCamposHistorico;15
dbo;ReplicacaoLista;15
dbo;RegistroIPI_Documentos;15
dbo;RDMSprint;15
dbo;RDMTesteReprovacao;15
dbo;ProducaoControlePerda;15
dbo;ProdutosMedicamento;15
dbo;ProdutosLote;14
dbo;ProducaoLotes;14
dbo;ProducaoControleHistorico;14
dbo;RDMTesteRoteiro;14
dbo;RDMTesteExecucao;14
dbo;SimuladorMC;14
dbo;VendaCanceladaProdutos;14
dbo;MenuEstruturaFuncaoPessoal;14
dbo;NotaEntradaImportacao;14
dbo;NotaSaidaCRMBonus;14
dbo;NotaDestinadaEvento;14
dbo;NotaEntradaCustoAnterior;14
dbo;DevolucaoVenda;14
dbo;LocalEstoque;14
dbo;MixUsualCliente;14
dbo;MDFeInfoSeguroCarga;14
dbo;ConsultaSQL;14
dbo;CTBEntrada;14
dbo;CTeProdutosPerigosos;14
dbo;CnsProdutosComplemento;14
dbo;CnsRDMOrcamento;14
dbo;CnsUsuarios;14
dbo;CnsLoteNFSe;14
dbo;CnsNFEntradasFinalidadeExportacao;14
dbo;CnsNotaSaidaVendedor;14
dbo;AribaPedidoItem;14
dbo;AutorizacaoCompra;14
dbo;ClientesContaBancaria;14
dbo;CnsCEPLogradouros;14
dbo;CnsControleEntregaPedidosCarga;14
dbo;CnsDevolucaoVendaProdutosDisponiveis;14
dbo;CnsHistoricoCreditoAPI;14
dbo;CnsIntegracaoProdutoMtrix;14
dbo;CnsIntegracaoEcommerceEstoque;14
dbo;CnsHistoricoNotaFiscalAPI;13
dbo;CnsDocumentosBaixadosPortalDocumentos;13
dbo;CnsClientesDescontoPromocional;13
dbo;CnsClientesDescontoPromocionalExtrato;13
dbo;CnsAlteracaoColetivaaReceber;13
dbo;CentroCusto;13
dbo;ClientesAutorizacaoVenda;13
dbo;aReceberSERASA;13
dbo;CalculoMargemContribuicao;13
dbo;Campanha;13
dbo;aReceberConciliador;13
dbo;Agenda;13
dbo;aPagarDistribFinanceira;13
dbo;CnsTabelaCampos;13
dbo;CnsRDMAberta;13
dbo;CnsProducaoControlePerda;13
dbo;DeducoesPisCofins;13
dbo;CTBSaida;13
dbo;CnsWMSOSEnderecamentoMovimentoEstoque;13
dbo;MDFeValePedagio;13
dbo;Mesas;13
dbo;Metadados;13
dbo;LayoutCNAB;13
dbo;IntegradorRotinaTabela;13
dbo;Login;13
dbo;MarketingRelacionamento;13
dbo;MarketingContatos;13
dbo;FretePedreira;13
dbo;NotaSaidaCOPEN;13
dbo;NotaEntradaImportacaoPISCOFINS;13
dbo;MovimentoEstoqueCI;13
dbo;OrdemServicoEquipamento;13
dbo;PaletesMovimentacao;13
dbo;NotaSaidaOrcamento;13
dbo;VendaCancelada;13
dbo;WMSTipoEndereco;13
dbo;WMSOrdemServico;13
dbo;WMSCargaEntradaItensConferencia;13
dbo;SituacaoPedidoCompra;13
dbo;TabelaNCM;13
dbo;TipoContrato;13
dbo;SituacaoCliente;13
dbo;SecretariaPortariaEntrada;13
dbo;RegistroPIS_COFINS_Valores;13
dbo;RegistroICM_IPI;13
dbo;ProducaoControleExpedicaoProdutos;13
dbo;ProdutosEstoqueCI;13
dbo;ProdutosLocalEstoqueCliente;13
dbo;ProdutosLocalEstoque;12
dbo;RDMArquivosAtualizacao;12
dbo;ProdutosComplemento;12
dbo;RequisicaoCompraAnexos;12
dbo;RegistroPIS_COFINS;12
dbo;ReducoesECFAliquota;12
dbo;RDMOrcamento;12
dbo;SetorProducao;12
dbo;TicketVenda;12
dbo;TipoCliente;12
dbo;VendedorDescontoComissao;12
dbo;Tempo;12
dbo;TipoRetornoCNAB;12
dbo;NotaSaidaImportacaoPISCOFINS;12
dbo;NotaSaidaCTR;12
dbo;PaletesProdutosLote;12
dbo;Paletes;12
dbo;PlanilhaManutencao;12
dbo;MovimentoEstoqueNumSerie;12
dbo;NotaEntradaCartaCorrecao;12
dbo;FormaPagamento;12
dbo;GNRENotaEntrada;12
dbo;GrupoEmpresa;12
dbo;EmpresasConfiguracaoLogin;12
dbo;MarcacaoPonto;12
dbo;MenuEstruturaControles;12
dbo;MDFePagamentoComponente;12
dbo;MDFePagamentoPrazo;12
dbo;MDFeEventos;12
dbo;CobrancasChequesRecebidos;12
dbo;ComandaControleAbertura;12
dbo;CnsWMSOrdemServicoExecucao;12
dbo;ContagemFisicaLote;12
dbo;ContratosImoveis;12
dbo;ControleEntregaPaleteComposicao;12
dbo;CotacaoCompraAnexos;12
dbo;CTeCartaCorrecao;12
dbo;CTeCobranca;12
dbo;CTeEventos;12
dbo;CTeInfoCarga;12
dbo;CTeInfoSeguroCarga;12
dbo;CTeModalFerroviario;12
dbo;CnsPedidosProducaoControle;12
dbo;CnsRelSinteticoComprasNoMes;12
dbo;CnsSituacaoProdutoCEST;12
dbo;CnsViewCampos;12
dbo;aPagarBaixa;12
dbo;aPagarAnexos;12
dbo;aReceberDistribFinanceira;12
dbo;aReceberRemessaCNAB;12
dbo;aReceberRepositorio;12
