dbo;aPagar;CodUsuarioAlteracao;int;NULL;NO;((0))
dbo;aPagar;ValorDevolvido;money;NULL;NO;((0))
dbo;aPagar;ValorAcrescimo;money;NULL;NO;((0))
dbo;aPagar;ConfirmadoSN;bit;NULL;NO;((0))
dbo;aPagar;RegInclusao;datetime;NULL;NO;(getdate())
dbo;aPagar;CodCTBAcrescimo;int;NULL;NO;((0))
dbo;aPagar;NumRecibo;nvarchar;6;NO;('')
dbo;aPagar;DataRecibo;smalldatetime;NULL;NO;('1/1/1900')
dbo;aPagar;DocumentoRetencaoSN;bit;NULL;NO;((0))
dbo;aPagar;ValorMulta;money;NULL;NO;((0))
dbo;aPagar;CodCTBMulta;int;NULL;NO;((0))
dbo;aPagar;ValorRetido;money;NULL;NO;((0))
dbo;aPagar;ValorOriginal;money;NULL;NO;((0))
dbo;aPagar;NumPagamento;nvarchar;10;NO;('')
dbo;aPagar;NumGrupoDocto;nvarchar;15;NO;('')
dbo;aPagar;OrdGrupoDocto;smallint;NULL;NO;((0))
dbo;aPagar;TotGrupoDocto;smallint;NULL;NO;((0))
dbo;aPagar;ReplicGrupoDocto;bit;NULL;NO;((0))
dbo;aPagar;CodBarrasBoleto;nvarchar;44;NO;('')
dbo;aPagar;LinhaDigitavelBoleto;nvarchar;47;NO;('')
dbo;aPagar;SiglaMoeda;nvarchar;5;NO;('')
dbo;aPagar;CodTipoDespesa;smallint;NULL;NO;((0))
dbo;aPagar;Parcela;nvarchar;7;NO;('')
dbo;aPagar;CodUsuarioBaixa;smallint;NULL;NO;((0))
dbo;aPagarAnexos;CodEmpresa;int;NULL;NO;((0))
dbo;aPagarAnexos;Numero;nvarchar;15;NO;('')
dbo;aPagarAnexos;Desdobramento;int;NULL;NO;((0))
dbo;aPagarAnexos;CodCredor;nvarchar;8;NO;('')
dbo;aPagarAnexos;NomeArquivo;nvarchar;200;NO;('')
dbo;aPagarAnexos;DescricaoAnexo;nvarchar;50;NO;('')
dbo;aPagarAnexos;ArquivoAnexo;image;2147483647;YES;('')
dbo;aPagarAnexos;DataAlteracao;datetime;NULL;NO;('1/1/1900')
dbo;aPagarAnexos;HoraAlteracao;datetime;NULL;NO;('00:00:00')
dbo;aPagarAnexos;CodUsuarioAlteracao;int;NULL;NO;((0))
dbo;aPagarAnexos;TipoAnexo;int;NULL;NO;((0))
dbo;aPagarAnexos;RegInclusao;datetime;NULL;NO;(getdate())
dbo;aPagarAutorizacoes;Controle;int;NULL;NO;NULL
dbo;aPagarAutorizacoes;DataAutorizacao;datetime;NULL;NO;('1/1/1900')
dbo;aPagarAutorizacoes;CodEmpresa;int;NULL;NO;((0))
dbo;aPagarAutorizacoes;Numero;nvarchar;15;NO;('')
dbo;aPagarAutorizacoes;Desdobramento;int;NULL;NO;((0))
dbo;aPagarAutorizacoes;CodCredor;nvarchar;8;NO;('')
dbo;aPagarAutorizacoes;DataAlteracao;datetime;NULL;NO;('1/1/1900')
dbo;aPagarAutorizacoes;HoraAlteracao;datetime;NULL;NO;('00:00:00')
dbo;aPagarAutorizacoes;CodUsuarioAlteracao;int;NULL;NO;((0))
dbo;aPagarAutorizacoes;RegInclusao;datetime;NULL;NO;(getdate())
dbo;aPagarBaixa;Numero;nvarchar;15;NO;('')
dbo;aPagarBaixa;Desdobramento;int;NULL;NO;((0))
dbo;aPagarBaixa;CodCredor;nvarchar;8;NO;('')
dbo;aPagarBaixa;CodEmpresa;int;NULL;NO;((0))
dbo;aPagarBaixa;CodTipoDocumento;int;NULL;NO;((0))
dbo;aPagarBaixa;ValorPago;money;NULL;NO;((0))
dbo;aPagarBaixa;RefBaixa;nvarchar;15;NO;('')
dbo;aPagarBaixa;ArquivoRetorno;nvarchar;30;NO;('')
dbo;aPagarBaixa;DataAlteracao;datetime;NULL;NO;('01/01/1900')
dbo;aPagarBaixa;HoraAlteracao;datetime;NULL;NO;('00:00:00')
dbo;aPagarBaixa;CodUsuarioAlteracao;smallint;NULL;NO;((0))
dbo;aPagarBaixa;RegInclusao;datetime;NULL;NO;(getdate())
dbo;aPagarDevolucao;Numero;nvarchar;15;NO;('')
dbo;aPagarDevolucao;Desdobramento;int;NULL;NO;((0))
dbo;aPagarDevolucao;CodCredor;nvarchar;8;NO;('')
dbo;aPagarDevolucao;CodEmpresa;int;NULL;NO;((0))
dbo;aPagarDevolucao;NumeroNF;nvarchar;12;NO;('')
dbo;aPagarDevolucao;ValorDevolvido;money;NULL;NO;((0))
dbo;aPagarDevolucao;DataAlteracao;datetime;NULL;NO;('01/01/1900')
dbo;aPagarDevolucao;HoraAlteracao;datetime;NULL;NO;('00:00:00')
dbo;aPagarDevolucao;CodUsuarioAlteracao;smallint;NULL;NO;((0))
dbo;aPagarDevolucao;RegInclusao;datetime;NULL;NO;(getdate())
dbo;aPagarDistribFinanceira;Numero;nvarchar;15;NO;('')
dbo;aPagarDistribFinanceira;Desdobramento;int;NULL;NO;((0))
dbo;aPagarDistribFinanceira;CodCredor;nvarchar;8;NO;('')
dbo;aPagarDistribFinanceira;CodEmpresa;int;NULL;NO;((0))
dbo;aPagarDistribFinanceira;CodClasse;nvarchar;5;NO;('')
dbo;aPagarDistribFinanceira;CodCentroCusto;nvarchar;19;NO;('')
dbo;aPagarDistribFinanceira;Ordem;smallint;NULL;NO;((0))
dbo;aPagarDistribFinanceira;Valor;money;NULL;NO;((0))
dbo;aPagarDistribFinanceira;DataAlteracao;datetime;NULL;NO;('01/01/1900')
dbo;aPagarDistribFinanceira;HoraAlteracao;datetime;NULL;NO;('00:00:00')
dbo;aPagarDistribFinanceira;CodUsuarioAlteracao;int;NULL;NO;((0))
dbo;aPagarDistribFinanceira;RegInclusao;datetime;NULL;NO;(getdate())
dbo;aPagarDistribFinanceira;ValorPago;money;NULL;NO;((0))
dbo;aPagarPISCOFINS;Numero;nvarchar;15;NO;('')
dbo;aPagarPISCOFINS;Desdobramento;int;NULL;NO;((0))
dbo;aPagarPISCOFINS;CodCredor;nvarchar;8;NO;('')
dbo;aPagarPISCOFINS;CodEmpresa;int;NULL;NO;((0))
dbo;aPagarPISCOFINS;CodLotePisCofins;nvarchar;3;NO;('')
dbo;aPagarPISCOFINS;CodCTBDebitePIS;int;NULL;NO;((0))
dbo;aPagarPISCOFINS;CodCTBCreditePIS;int;NULL;NO;((0))
dbo;aPagarPISCOFINS;CodCTBDebiteCOFINS;int;NULL;NO;((0))
dbo;aPagarPISCOFINS;CodCTBCrediteCOFINS;int;NULL;NO;((0))
dbo;aPagarPISCOFINS;CSTPisCofins;nvarchar;2;NO;('')
dbo;aPagarPISCOFINS;CodNatCreditoPisCofins;nvarchar;2;NO;('')
dbo;aPagarPISCOFINS;AliquotaPIS;decimal;NULL;NO;((0))
dbo;aPagarPISCOFINS;AliquotaCOFINS;decimal;NULL;NO;((0))
dbo;aPagarPISCOFINS;ValorEncargoPisCofins;money;NULL;NO;((0))
dbo;aPagarPISCOFINS;NaoGerarIntegracaoEncargoPisCofins;bit;NULL;NO;((0))
dbo;aPagarPISCOFINS;DataAlteracao;datetime;NULL;NO;('01/01/1900')
dbo;aPagarPISCOFINS;HoraAlteracao;datetime;NULL;NO;('00:00:00')
dbo;aPagarPISCOFINS;CodUsuarioAlteracao;int;NULL;NO;((0))
dbo;aPagarPISCOFINS;RegInclusao;datetime;NULL;NO;(getdate())
dbo;aPagarRastreamentoEletronico;CodEmpresa;int;NULL;NO;((0))
dbo;aPagarRastreamentoEletronico;Numero;nvarchar;15;NO;('')
dbo;aPagarRastreamentoEletronico;Desdobramento;int;NULL;NO;((0))
dbo;aPagarRastreamentoEletronico;CodCredor;nvarchar;8;NO;('')
dbo;aPagarRastreamentoEletronico;TipoIntegracao;int;NULL;NO;((0))
dbo;aPagarRastreamentoEletronico;NomeArquivo;nvarchar;250;NO;('')
dbo;aPagarRastreamentoEletronico;DataArquivo;datetime;NULL;NO;('1/1/1900')
dbo;aPagarRastreamentoEletronico;Situacao;nvarchar;1;NO;('')
dbo;aPagarRastreamentoEletronico;CodRetorno;nvarchar;2;NO;('')
dbo;aPagarRastreamentoEletronico;DataAlteracao;datetime;NULL;NO;('1/1/1900')
dbo;aPagarRastreamentoEletronico;HoraAlteracao;datetime;NULL;NO;('00:00:00')
dbo;aPagarRastreamentoEletronico;CodUsuarioAlteracao;int;NULL;NO;((0))
dbo;aPagarRastreamentoEletronico;RegInclusao;datetime;NULL;NO;(getdate())
dbo;aPagarRastreamentoEletronico;CodBanco;nvarchar;24;NO;('')
dbo;aPagarRastreamentoEletronico;CodAgencia;nvarchar;24;NO;('')
dbo;aPagarRastreamentoEletronico;DigAgencia;nvarchar;2;NO;('')
dbo;aPagarRastreamentoEletronico;NumeroContaCorrente;nvarchar;24;NO;('')
dbo;aPagarRastreamentoEletronico;DigContaCorrente;nvarchar;2;NO;('')
dbo;aPagarRastreamentoEletronico;TipoConta;int;NULL;NO;((0))
dbo;aPagarRecibo;NumRecibo;nvarchar;6;NO;('')
dbo;aPagarRecibo;Observacao;ntext;1073741823;NO;('')
dbo;aPagarRecibo;DataAlteracao;smalldatetime;NULL;NO;('1/1/1900')
dbo;aPagarRecibo;HoraAlteracao;smalldatetime;NULL;NO;('00:00:00')
dbo;aPagarRecibo;CodUsuarioAlteracao;int;NULL;NO;((0))
dbo;aPagarRecibo;RegInclusao;smalldatetime;NULL;NO;(getdate())
dbo;ApagarReinf;CodEmpresa;int;NULL;NO;((0))
dbo;ApagarReinf;Numero;nvarchar;15;NO;('')
dbo;ApagarReinf;Desdobramento;int;NULL;NO;((0))
dbo;ApagarReinf;CodCredor;nvarchar;8;NO;('')
dbo;ApagarReinf;Valor;money;NULL;NO;((0))
dbo;ApagarReinf;VlrBaseIR;money;NULL;NO;((0))
dbo;ApagarReinf;VlrIR;money;NULL;NO;((0))
dbo;ApagarReinf;VlrBaseCSLL;money;NULL;NO;((0))
dbo;ApagarReinf;VlrCSLL;money;NULL;NO;((0))
dbo;ApagarReinf;VlrBasePP;money;NULL;NO;((0))
dbo;ApagarReinf;VlrPP;money;NULL;NO;((0))
dbo;ApagarReinf;VlrBaseCofins;money;NULL;NO;((0))
dbo;ApagarReinf;VlrCofins;money;NULL;NO;((0))
dbo;ApagarReinf;CodNatRend;nvarchar;5;NO;('')
dbo;ApagarReinf;NumLoteReinf;nvarchar;80;NO;('')
dbo;ApagarReinf;DataAlteracao;datetime;NULL;NO;('01/01/1900')
dbo;ApagarReinf;HoraAlteracao;datetime;NULL;NO;('00:00:00')
dbo;ApagarReinf;CodUsuarioAlteracao;int;NULL;NO;((0))
dbo;ApagarReinf;RegInclusao;datetime;NULL;NO;(getdate())
dbo;ApuracaoICMS;CodEmpresa;int;NULL;NO;((0))
dbo;ApuracaoICMS;TipoRegistro;nvarchar;1;NO;('')
dbo;ApuracaoICMS;CodObrigacao;nvarchar;3;NO;('')
dbo;ApuracaoICMS;DataVencimento;datetime;NULL;NO;('1/1/1900')
dbo;ApuracaoICMS;Estado;nvarchar;2;NO;('')
dbo;ApuracaoICMS;ValorICM;money;NULL;NO;((0))
dbo;ApuracaoICMS;CodReceita;nvarchar;15;NO;('')
dbo;ApuracaoICMS;NumProcesso;nvarchar;15;NO;('')
dbo;ApuracaoICMS;OrigemProcesso;nvarchar;1;NO;('')
dbo;ApuracaoICMS;DescricaoProcesso;nvarchar;200;NO;('')
dbo;ApuracaoICMS;TextoComplementar;nvarchar;200;NO;('')
dbo;ApuracaoICMS;MesAnoReferencia;nvarchar;6;NO;('')
dbo;ApuracaoICMS;DataAlteracao;datetime;NULL;NO;('1/1/1900')
dbo;ApuracaoICMS;HoraAlteracao;datetime;NULL;NO;('00:00:00')
dbo;ApuracaoICMS;CodUsuarioAlteracao;int;NULL;NO;((0))
dbo;ApuracaoICMS;RegInclusao;datetime;NULL;NO;(getdate())
dbo;ApuracaoICMS;ChaveAux;nvarchar;15;NO;('')
dbo;AreasMesas;CodAreaMesa;smallint;NULL;NO;((0))
dbo;AreasMesas;NomeAreaMesa;nvarchar;50;NO;('')
dbo;AreasMesas;DataAlteracao;datetime;NULL;NO;('1/1/1900')
dbo;AreasMesas;HoraAlteracao;datetime;NULL;NO;('00:00:00')
dbo;AreasMesas;CodUsuarioAlteracao;int;NULL;NO;((0))
dbo;AreasMesas;RegInclusao;datetime;NULL;NO;(getdate())
dbo;AreasMesas;LotacaoMaxMesa;smallint;NULL;NO;((0))
dbo;AreasMesas;Observacao;ntext;1073741823;NO;('')
dbo;AreasMesas;CodEmpresa;int;NULL;NO;((0))
dbo;AreasMesas;MesaDigitalSN;bit;NULL;NO;((0))
dbo;aReceber;CodEmpresa;int;NULL;NO;((0))
dbo;aReceber;Numero;nvarchar;12;NO;('')
dbo;aReceber;Desdobramento;int;NULL;NO;((0))
dbo;aReceber;Origem;nvarchar;3;NO;('')
dbo;aReceber;CodTipoDocumento;int;NULL;NO;((0))
dbo;aReceber;ProvisaoSN;bit;NULL;NO;((0))
dbo;aReceber;Situacao;nvarchar;1;NO;('')
dbo;aReceber;DataEmissao;datetime;NULL;NO;('1/1/1900')
dbo;aReceber;CodCliente;nvarchar;8;NO;('')
dbo;aReceber;NomeCliente;nvarchar;60;NO;('')
dbo;aReceber;Valor;money;NULL;NO;((0))
dbo;aReceber;ValorDesconto;money;NULL;NO;((0))
dbo;aReceber;ValorDevolvido;money;NULL;NO;((0))
dbo;aReceber;ValorTaxaBoleto;money;NULL;NO;((0))
dbo;aReceber;DataVencimento;datetime;NULL;NO;('1/1/1900')
dbo;aReceber;DataPrevista;datetime;NULL;NO;('1/1/1900')
dbo;aReceber;CodPortador;nvarchar;4;NO;('')
dbo;aReceber;CodVendedor;nvarchar;3;NO;('')
dbo;aReceber;TipoBaixa;nvarchar;1;NO;('')
dbo;aReceber;NumImpressaoBoleto;int;NULL;NO;((0))
dbo;aReceber;DataPagamento;datetime;NULL;NO;('1/1/1900')
dbo;aReceber;DataBaixa;datetime;NULL;NO;('1/1/1900')
dbo;aReceber;DataCompensacao;datetime;NULL;NO;('1/1/1900')
dbo;aReceber;ValorPago;money;NULL;NO;((0))
